Submission ID,Respondent ID,Submitted at,What is your age?,What is your ZIP code?,How many cups of coffee do you typically drink per day?,Where do you typically drink coffee?,Where do you typically drink coffee? (At home),Where do you typically drink coffee? (At the office),Where do you typically drink coffee? (On the go),Where do you typically drink coffee? (At a cafe),Where do you typically drink coffee? (None of these),How do you brew coffee at home?,How do you brew coffee at home? (Pour over),How do you brew coffee at home? (French press),How do you brew coffee at home? (Espresso),How do you brew coffee at home? (Coffee brewing machine (e.g. Mr. Coffee)),How do you brew coffee at home? (Pod/capsule machine (e.g. Keurig/Nespresso)),How do you brew coffee at home? (Instant coffee),How do you brew coffee at home? (Bean-to-cup machine),How do you brew coffee at home? (Cold brew),How do you brew coffee at home? (Coffee extract (e.g. Cometeer)),How do you brew coffee at home? (Other),How else do you brew coffee at home?,"On the go, where do you typically purchase coffee?","On the go, where do you typically purchase coffee? (National chain (e.g. Starbucks, Dunkin))","On the go, where do you typically purchase coffee? (Local cafe)","On the go, where do you typically purchase coffee? (Drive-thru)","On the go, where do you typically purchase coffee? (Specialty coffee shop)","On the go, where do you typically purchase coffee? (Deli or supermarket)","On the go, where do you typically purchase coffee? (Other)",Where else do you purchase coffee?,What is your favorite coffee drink?,Please specify what your favorite coffee drink is,Do you usually add anything to your coffee?,Do you usually add anything to your coffee? (No - just black),"Do you usually add anything to your coffee? (Milk, dairy alternative, or coffee creamer)",Do you usually add anything to your coffee? (Sugar or sweetener),Do you usually add anything to your coffee? (Flavor syrup),Do you usually add anything to your coffee? (Other),What else do you add to your coffee?,What kind of dairy do you add?,What kind of dairy do you add? (Whole milk),What kind of dairy do you add? (Skim milk),What kind of dairy do you add? (Half and half),What kind of dairy do you add? (Coffee creamer),What kind of dairy do you add? (Flavored coffee creamer),What kind of dairy do you add? (Oat milk),What kind of dairy do you add? (Almond milk),What kind of dairy do you add? (Soy milk),What kind of dairy do you add? (Other),What kind of sugar or sweetener do you add?,What kind of sugar or sweetener do you add? (Granulated Sugar),"What kind of sugar or sweetener do you add? (Artificial Sweeteners (e.g., Splenda))",What kind of sugar or sweetener do you add? (Honey),What kind of sugar or sweetener do you add? (Maple Syrup),What kind of sugar or sweetener do you add? (Stevia),What kind of sugar or sweetener do you add? (Agave Nectar),What kind of sugar or sweetener do you add? (Brown Sugar),What kind of sugar or sweetener do you add? (Raw Sugar (Turbinado)),What kind of flavorings do you add?,What kind of flavorings do you add? (Vanilla Syrup),What kind of flavorings do you add? (Caramel Syrup),What kind of flavorings do you add? (Hazelnut Syrup),What kind of flavorings do you add? (Cinnamon (Ground or Stick)),What kind of flavorings do you add? (Peppermint Syrup),What kind of flavorings do you add? (Other),What other flavoring do you use?,"Before today's tasting, which of the following best described what kind of coffee you like?",How strong do you like your coffee?,What roast level of coffee do you prefer?,How much caffeine do you like in your coffee?,"Lastly, how would you rate your own coffee expertise?",Coffee A - Bitterness,Coffee A - Acidity,Coffee A - Personal Preference,Coffee A - Notes,Coffee B - Bitterness,Coffee B - Acidity,Coffee B - Personal Preference,Coffee B - Notes,Coffee C - Bitterness,Coffee C - Acidity,Coffee C - Personal Preference,Coffee C - Notes,Coffee D - Bitterness,Coffee D - Acidity,Coffee D - Personal Preference,Coffee D - Notes,"Between Coffee A, Coffee B, and Coffee C which did you prefer?","Between Coffee A and Coffee D, which did you prefer?","Lastly, what was your favorite overall coffee?",Do you work from home or in person?,"In total, much money do you typically spend on coffee in a month?",Why do you drink coffee?,Why do you drink coffee? (It tastes good),Why do you drink coffee? (I need the caffeine),Why do you drink coffee? (I need the ritual),Why do you drink coffee? (It makes me go to the bathroom),Why do you drink coffee? (Other),Other reason for drinking coffee,Do you like the taste of coffee?,Do you know where your coffee comes from?,What is the most you've ever paid for a cup of coffee?,What is the most you'd ever be willing to pay for a cup of coffee?,Do you feel like you’re getting good value for your money when you buy coffee at a cafe?,Approximately how much have you spent on coffee equipment in the past 5 years?,Do you feel like you’re getting good value for your money with regards to your coffee equipment?,Gender,Gender (please specify),Marital Status,Household Income,Education Level,Ethnicity/Race,Ethnicity/Race (please specify),Employment Status,Number of Children,Political Affiliation
Grox5j,2Ko7Bb,10/21/23 22:07,25-34 years old,7041,,"At home, On the go, At the office",TRUE,TRUE,TRUE,FALSE,FALSE,"Coffee extract (e.g. Cometeer), Pod/capsule machine (e.g. Keurig/Nespresso)",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,,"Specialty coffee shop, Other",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,Office,Cortado,,"No - just black, Milk, dairy alternative, or coffee creamer",TRUE,TRUE,FALSE,FALSE,FALSE,,"Whole milk, Oat milk",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Dark,Full caffeine,3,1,5,2,,3,2,5,,3,4,3,,4,1,5,,Coffee B,Coffee D,Coffee D,,,,,,,,,,,,,,,,,,,,,,,,,,
8dJ1rA,roYkXl,10/21/23 22:09,18-24 years old,30332,Less than 1,At a cafe,FALSE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,Mocha,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener, Flavor syrup",FALSE,TRUE,TRUE,TRUE,FALSE,,"Whole milk, Coffee creamer, Flavored coffee creamer",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,1,1,3,3,,2,3,3,,3,2,4,,4,5,1,,Coffee C,Coffee A,Coffee D,I primarily work in person,<$20,"I need the caffeine, Other",FALSE,TRUE,FALSE,FALSE,TRUE,Social,Yes,No,$4-$6,$4-$6,No,Less than $20,Yes,Male,,Single,"Under $25,000",Some college or associate's degree,White/Caucasian,,Student,None,Democrat
4214qo,KVGkVz,10/21/23 22:11,25-34 years old,1852,1,"At home, At the office",TRUE,TRUE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cortado,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sweet,Very strong,Medium,Full caffeine,7,3,2,4,,3,2,2,"I prefer alchemy as espresso, as a pour over it is a little bland",3,3,2,Found it bland,2,4,5,"I have never had coffee like this, it was simply incredible. Strong fruit flavours, blueberry and blackberries. I will by this coffee again, as pods and beans.",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,More than $20,No,,Yes,,,,,,,,,,
aBjQgW,xJzvYE,10/21/23 22:11,25-34 years old,24502,2,"At home, At the office, On the go",TRUE,TRUE,TRUE,FALSE,FALSE,"Coffee brewing machine (e.g. Mr. Coffee), Cold brew",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,"Local cafe, Specialty coffee shop, National chain (e.g. Starbucks, Dunkin)",TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,,Americano,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juicy,Very strong,Light,Full caffeine,7,1,4,4,"Fruity, bright, juicy",2,2,2,,3,1,4,,1,3,2,,Coffee A,Coffee A,Coffee A,I primarily work in person,$60-$80,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,No,$500-$1000,Yes,Male,,Single,"$50,000 - $74,999",Master's degree,White/Caucasian,,Employed full-time,None,No affiliation
aBjQyy,8ZrMZk,10/21/23 22:14,18-24 years old,32304,1,"At a cafe, At home",TRUE,FALSE,FALSE,TRUE,FALSE,"French press, Pour over, Cold brew",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Cortado,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,"Whole milk, Oat milk, Soy milk",TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,"Maple Syrup, Brown Sugar",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,Chocolatey,Somewhat strong,Medium,Decaf,3,1,2,2,"Nutty, citrus, light",2,1,3,"Balanced, Cranberry, light",4,4,4,"Chocolatey, heavy",3,5,4,"Raspberry, light",Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$8-$10,$10-$15,Yes,$50-$100,Yes,Non-binary,,Living with a partner,,Bachelor's degree,White/Caucasian,,Student,None,Democrat
jB0ap9,LPOkPz,10/21/23 22:16,35-44 years old,93722,2,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"French press, Espresso, Other",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,Clever dripper,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Somewhat strong,Light,Full caffeine,8,4,4,1,Vegetal note I did not like,3,3,4,,4,3,4,Balanced,2,5,5,Fruity,Coffee C,Coffee D,Coffee C,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$75,000 - $99,999",Bachelor's degree,,,Employed full-time,None,No affiliation
7dJRez,z7dL7Z,10/21/23 22:18,35-44 years old,60073,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,"Other, Cold brew",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,"Aeropress, MokaPot",,,,,,,,,Other,Aeropress black,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Light,Full caffeine,8,2,4,4,"Currant, almond, most suited to my taste",4,3,1,"Ash, leather, got much more balanced as it cooled, hot it tasted burnt like Starbucks",3,3,2,"Cedar, vegetable, well-rounded coffee.",2,3,3,"Changed a lot as it cooled, at times tasted like A. Peanuts, lychee. The cooler it got the more tropical and citrus. Went from 2 to 4 acid as it cooled.",Coffee A,Coffee A,Coffee A,I primarily work from home,$40-$60,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Living with a partner,"$150,000 or more",Bachelor's degree,White/Caucasian,,Employed full-time,None,No affiliation
BGLz71,Q74OZ7,10/21/23 22:36,25-34 years old,12345,2,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Medium,Nordic,Full caffeine,8,1,4,5,Clean nice round taste as cools. Slowly became my preference ,5,2,1,Yuck too dark roasted,4,2,2,"Tastes medium roast, not the worst but no competition with a and d",1,4,4,Best when hot nice natural coffee taste super fruity. The funk is one of the better natural coffees I’ve tasted,Coffee A,Coffee A,Coffee A,I do a mix of both,$60-$80,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$8-$10,$10-$15,No,$500-$1000,Yes,Male,,Married,,Master's degree,,,,,No affiliation
NA4p5W,PzrGL1,10/21/23 22:50,25-34 years old,48326,1,"At the office, On the go, At home",TRUE,TRUE,TRUE,FALSE,FALSE,"Espresso, Pour over, French press",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"National chain (e.g. Starbucks, Dunkin)",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,Cold brew,,Sugar or sweetener,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,,,"Artificial Sweeteners (e.g., Splenda)",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,7,1,3,3,,1,1,5,,1,2,4,,2,4,1,,Coffee B,Coffee A,Coffee B,I do a mix of both,$40-$60,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$15-$20,$8-$10,Yes,$500-$1000,No,Male,,Single,"$100,000 - $149,999",Master's degree,Asian/Pacific Islander,,Employed full-time,None,No affiliation
6d18eo,Ex6Nor,10/22/23 16:38,>65 years old,93442,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Medium,Medium,Full caffeine,7,2,3,4,I enjoyed this coffee,3,3,4,Very nice,4,3,3,"Not my favorite, but OK",3,2,1,Didn't enjoy this at all.,Coffee A,Coffee A,Coffee A,,,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,,$2-$4,$2-$4,No,$500-$1000,Yes,Male,,Divorced,,,,,Retired,3,
lNlQkv,MEV87p,10/22/23 21:17,45-54 years old,76133,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Coffee brewing machine (e.g. Mr. Coffee),FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Cappuccino,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Chocolatey,Somewhat strong,Medium,Full caffeine,5,1,2,3,,2,3,4,,4,3,1,,2,3,4,Fruity but still coffee ,Coffee B,Coffee D,Coffee B,I primarily work from home,$20-$40,"I need the caffeine, It tastes good",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,Yes,$500-$1000,Yes,Male,,Married,"$150,000 or more",Master's degree,White/Caucasian,,Employed full-time,2,Democrat
8dJoAY,yJ1dDg,10/23/23 20:10,35-44 years old,48103,2,"At the office, At a cafe, At home",TRUE,TRUE,FALSE,TRUE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,8,3,4,5,,2,2,2,,3,3,4,,2,5,5,,Coffee A,Coffee A,Coffee A,I do a mix of both,$20-$40,"It tastes good, Other",TRUE,FALSE,FALSE,FALSE,TRUE,It provides a way of connecting with others,Yes,Yes,$10-$15,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$100,000 - $149,999",Master's degree,White/Caucasian,,Employed full-time,3,No affiliation
6d18yo,RDjkPQ,10/21/23 22:13,25-34 years old,73503,Less than 1,At the office,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,Latte,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Medium,Light,Full caffeine,4,2,3,5,"Nutty. Seemed muted at first, but opened up as it cooled.",2,2,3,Caramel,2,2,2,Peanut Butter,1,4,3,"Fruity, jam, Granny Smith apple",Coffee A,Coffee A,Coffee C,I primarily work in person,<$20,"It tastes good, I need the caffeine",TRUE,TRUE,FALSE,FALSE,FALSE,,Yes,Yes,$8-$10,More than $20,Yes,$300-$500,Yes,Male,,Married,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
OAjD6g,8ZrMZk,10/21/23 22:16,18-24 years old,32304,2,"At a cafe, At home",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, French press, Cold brew",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Latte,,"Flavor syrup, Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,TRUE,FALSE,,Whole milk,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Granulated Sugar, Maple Syrup, Brown Sugar",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,,,,,,,,,Sweet,Medium,Medium,Full caffeine,2,1,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dYZWer,RDjkLK,10/21/23 22:22,45-54 years old,94542,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,"Whole milk, Half and half",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Caramalized,Somewhat strong,Dark,Full caffeine,5,2,3,2,"More acidic as it cooled
Tasted like citrus pith as it cooled
When we tasted the cooled leftovers with whole milk, the coffee completely disappeared and just tasted like milk",1,2,3,"Very soft mouth-feel, tasted blander as it cooled
Tasted like cinnamon, but less as it cooled
When we tasted the cooled leftovers with whole milk, it was fairly neutral and lost a lot of the spice flavor
#2 preference black, #3 preference with whole milk",3,2,4,"Tasted of chocolate, nutmeg, and cinnamon
Enjoyed both hot and cooled
When we tasted the cooled leftovers with whole milk, the spice notes still came through 
#1 preference with and without whole milk",4,5,1,"Very sour on the first taste. Flavor improved as it cooled
Tasted strongly of green apple
Flavor changed radically with milk.
When we tasted the cooled leftovers with whole milk, I really enjoyed it
Did not like it at all black, #2 preference with whole milk",Coffee C,Coffee A,Coffee C,I primarily work from home,$20-$40,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,Yes,$6-$8,$6-$8,No,$50-$100,Yes,Female,,Single,,Master's degree,Native American/Alaska Native,,Employed full-time,None,Independent
YZo58J,O7EkJg,10/21/23 22:23,35-44 years old,94702,3,"At home, At a cafe",TRUE,FALSE,FALSE,TRUE,FALSE,"Pour over, Espresso",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bright,Somewhat strong,Nordic,Full caffeine,9,2,5,4,Guava notes initially. Some chewy sweetness I couldn’t identify. Some memory of crystal sugar like on a pie crust. ,4,1,1,Burnt rubber. Like the char on a grilled meat. The texture was thin and generally hard to drink,5,2,2,"Reminded me of diner coffee. Some strawberry in there and some molasses, but barely over the initial roughness. ",1,3,5,Apple at first. Later blueberry. Reminds me of jammy pastry. ,Coffee A,Coffee D,Coffee D,I primarily work from home,>$100,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,More than $20,More than $20,Yes,"More than $1,000",Yes,Male,,Married,"$150,000 or more",Doctorate or professional degree,White/Caucasian,,Employed full-time,None,No affiliation
8dJ175,o2zvVx,10/21/23 22:23,25-34 years old,4106,1,At the office,FALSE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,Latte,,"Milk, dairy alternative, or coffee creamer, Sugar or sweetener",FALSE,TRUE,TRUE,FALSE,FALSE,,"Half and half, Coffee creamer, Flavored coffee creamer",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Granulated Sugar,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,Sweet,Medium,Light,Full caffeine,5,2,3,5,Fruity,5,1,1,Burnt,4,4,4,"Earthy, grassy; more bitter as cooled",1,5,5,"Wine, light in mouth",Coffee A,Coffee D,Coffee D,I do a mix of both,<$20,I need the ritual,FALSE,FALSE,TRUE,FALSE,FALSE,,Yes,No,$4-$6,$4-$6,Yes,Less than $20,Yes,Female,,Single,"$100,000 - $149,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Democrat
XeRxKg,bWzv2L,10/21/23 22:23,25-34 years old,85254,1,"At the office, At home",TRUE,TRUE,FALSE,FALSE,FALSE,"Pour over, Espresso, Cold brew",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Iced coffee,,"No - just black, Milk, dairy alternative, or coffee creamer, Flavor syrup",TRUE,TRUE,FALSE,TRUE,FALSE,,"Whole milk, Flavored coffee creamer",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Chocolatey,Somewhat strong,Dark,Full caffeine,7,1,3,2,"Mushy fruit, sweetish",3,3,4,"Chocolatey, bitter, roasty, nutty ",2,2,5,"Tart, sweet",1,4,1,"Fruity, bright, acidic…not good!",Coffee C,Coffee A,Coffee C,I primarily work in person,$80-$100,"It tastes good, I need the ritual, I need the caffeine",TRUE,TRUE,TRUE,FALSE,FALSE,,Yes,Yes,$8-$10,$8-$10,Yes,$300-$500,Yes,Male,,Single,"$50,000 - $74,999",Bachelor's degree,White/Caucasian,,Employed full-time,None,Republican
oA09eX,N7PddQ,10/21/23 22:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rl0jRp,Ex6MQ2,10/21/23 22:26,25-34 years old,23434,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pour over,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Pourover,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fruity,Very strong,Light,Full caffeine,6,2,3,4,"tart, fruity, listen I'm not good at describing tastes, this is the only tasting I have ever done",3,2,2,"Dark, nutty, dark chocolate?",4,2,3,I don't know,1,5,5,"bright, fruity",Coffee A,Coffee D,Coffee D,I primarily work in person,$40-$60,"It tastes good, I need the ritual, I need the caffeine, It makes me go to the bathroom, Other",TRUE,TRUE,TRUE,TRUE,TRUE,I love everything about it,Yes,Yes,$6-$8,$10-$15,Yes,$500-$1000,Yes,Male,,Married,"$75,000 - $99,999",,White/Caucasian,,Employed full-time,,
MAr1DY,RDjkLK,10/21/23 22:27,>65 years old,94542,Less than 1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pod/capsule machine (e.g. Keurig/Nespresso),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Other,Caramel macchiato,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Full Bodied,Medium,Medium,Full caffeine,1,1,2,4,Soft. Tasted like coffee,2,3,4,Bland as it cooled,3,2,4,Bland,4,3,3,,Coffee A,Coffee A,Coffee A,I primarily work from home,<$20,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,No,,,,,,Female,,Married,,High school graduate,White/Caucasian,,Retired,3,
rl0DO5,a2zvvq,10/21/23 22:31,45-54 years old,98070,2,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Espresso,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Espresso,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chocolatey,Very strong,Medium,Full caffeine,6,2,4,3,Apple,3,3,4,"Grape, clove",2,3,3,,2,3,4,Apricot,Coffee B,Coffee D,Coffee D,I primarily work from home,$40-$60,"It tastes good, I need the ritual",TRUE,FALSE,TRUE,FALSE,FALSE,,Yes,Yes,,$6-$8,No,$500-$1000,Yes,Male,,Married,,Master's degree,White/Caucasian,,Employed full-time,1,No affiliation
bl2Z70,RDjkLK,10/21/23 22:31,>65 years old,94542,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Pod/capsule machine (e.g. Keurig/Nespresso),FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,Latte,,No - just black,TRUE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bold,Somewhat strong,Dark,Full caffeine,2,4,3,3,Had the most flavor with a little bit of whole milk added,3,2,3,,2,2,4,,4,2,3,Had the most flavor black,Coffee C,Coffee D,Coffee C,I primarily work from home,<$20,It tastes good,TRUE,FALSE,FALSE,FALSE,FALSE,,Yes,No,,,,,,Male,,Married,,High school graduate,Native American/Alaska Native,,Retired,3,
QAxoJY,o2zvY5,10/21/23 22:32,18-24 years old,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421a7B,6ZPMMB,10/21/23 22:33,25-34 years old,90810,1,At home,TRUE,FALSE,FALSE,FALSE,FALSE,Cold brew,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,,,,,,,,,,Iced coffee,,"Milk, dairy alternative, or coffee creamer",FALSE,TRUE,FALSE,FALSE,FALSE,,"Oat milk, Flavored coffee creamer, Coffee creamer",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,,,Bold,Medium,Medium,Full caffeine,4,4,4,2,Too acidic ,2,2,5,Perfectly balanced ,2,3,4,,3,2,3,Fruity,Coffee B,Coffee D,Coffee B,I primarily work from home,<$20,I need the caffeine,FALSE,TRUE,FALSE,FALSE,FALSE,,Yes,No,$8-$10,$15-$20,Yes,Less than $20,Yes,Female,,Single,"$25,000 - $49,999",Some college or associate's degree,Hispanic/Latino,,Employed full-time,None,Democrat
